epoch,train_data,train_phys,train_kl,train_state_reg,train_total,train_pde,train_bc,train_eta_prior,train_kl_only,test_data,test_phys,test_kl,test_state_reg,test_total,test_pde,test_bc,grad_mean_net,grad_vgp_eta,grad_vgp_lambda,grad_eta_log_shift,grad_ratio,vgp_updates,mean_updates,lr_mean_net,lr_vgp_eta,lr_vgp_lambda,mean_net_opt_kind,log10_eta_rmse,log10_eta_bias,log10_eta_r,rel_eta_rmse,eta_pred_mean,eta_ref_mean,mean_net_frozen,eta_min,eta_max,lambda_min,lambda_max,rux_min,rux_max,rvy_min,rvy_max,rh_min,rh_max,kernel_amplitude,kernel_length_scale,kernel_length_scale_x,kernel_length_scale_y,num_inducing,eta_post_var_mean,eta_post_std_mean,eta_post_std_p90,calibration_within_1sigma,calibration_within_2sigma,eta_log_shift,eta_median,eta_std,eta_max_over_min,eta_log10_range,eta_frac_at_floor,eta_frac_at_floor_grounded,eta_mean_grounded,eta_median_grounded,eta_std_grounded,eta_min_grounded,eta_max_grounded,eta_max_over_min_grounded,eta_log10_range_grounded,n_points_grounded
0,34.65016036293838,1642.8444914673469,0.0014963748135657395,0.0,1677.4961482050987,1642.8444914673469,nan,1.7788393586780355e-06,0.0014945959742070618,51.75221915799726,97.05868080115677,0.0033473369875357513,0.0,148.81424729614156,97.05868080115677,nan,67915.22991764867,958.612616469403,0.0,3313.888303511663,70.84741922945095,46.0,46.0,,0.0002999920495579992,,,,,,,14.743366010545005,,0,14.52391553100155,14.97769320662722,inf,-inf,-24.793773579098936,25.301634905993176,-26.87232761042176,32.14187846100116,inf,-inf,1.972240394214042,0.17895914995646278,0.17895914995646278,0.17895914995646278,784,3.956639655925757,1.9890893487676424,2.0051708304162643,,,-0.013799068508471773,14.737832303006186,0.06402045382478389,1.0312434807719084,0.013361216080419736,0.0,0.0,14.744426885031798,14.73697917290286,0.06780489341647128,14.554278118368122,14.960417627812888,1.027905163426292,0.01195304763534355,5910
1,48.46184091034571,37.015638013674035,0.0053642190388518505,0.0,85.4828431430586,37.015638013674035,nan,1.3359344278182072e-05,0.005350859694573669,51.75221915799726,97.05868080115677,0.0033473369875357513,0.0,148.81424729614156,97.05868080115677,nan,3400.9963691491707,20.808640649413356,0.0,104.1845182209446,163.44154461839162,46.0,46.0,,0.00029996819910385256,,,,,,,14.743366010545005,,0,14.52391553100155,14.97769320662722,inf,-inf,-2.750955274119497,2.8335097167729546,-2.3457059996692045,2.433262591052196,inf,-inf,1.9439859136854705,0.18150542422399618,0.18150542422399618,0.18150542422399618,784,3.956639655925757,1.9890893487676424,2.0051708304162643,,,-0.013799068508471773,14.737832303006186,0.06402045382478389,1.0312434807719084,0.013361216080419736,0.0,0.0,14.744426885031798,14.73697917290286,0.06780489341647128,14.554278118368122,14.960417627812888,1.027905163426292,0.01195304763534355,5910
2,42.57081334200087,3.621918781712597,0.009326098263202827,0.0,46.202058221976664,3.621918781712597,nan,3.8220706911677026e-05,0.009287877556291147,51.75221915799726,97.05868080115677,0.0033473369875357513,0.0,148.81424729614156,97.05868080115677,nan,1157.9075335613757,6.502425046926712,0.0,37.46181371524904,178.07318426663693,46.0,46.0,,0.000299928451253031,,,,,,,14.743366010545005,,0,14.52391553100155,14.97769320662722,inf,-inf,-1.2724164109919183,1.318164148489675,-1.3210675205451514,1.5013434367269176,inf,-inf,1.9177446960404791,0.18405272661533062,0.18405272661533062,0.18405272661533062,784,3.956639655925757,1.9890893487676424,2.0051708304162643,,,-0.013799068508471773,14.737832303006186,0.06402045382478389,1.0312434807719084,0.013361216080419736,0.0,0.0,14.744426885031798,14.73697917290286,0.06780489341647128,14.554278118368122,14.960417627812888,1.027905163426292,0.01195304763534355,5910
3,34.29667268332343,-2.937833625289969,0.015394092093167203,0.0,31.374233150126628,-2.937833625289969,nan,7.547206730269243e-05,0.015318620025864508,51.75221915799726,97.05868080115677,0.0033473369875357513,0.0,148.81424729614156,97.05868080115677,nan,742.1402549050896,4.8384252011692,0.0,24.381446684592312,153.38467043486634,46.0,46.0,,0.0002998728103643344,,,,,,,14.743366010545005,,0,14.52391553100155,14.97769320662722,inf,-inf,-0.814130191054441,1.476425510183453,-0.9612547473728733,0.6118346306232405,inf,-inf,1.899914163377059,0.18611361530143383,0.18611361530143383,0.18611361530143383,784,3.956639655925757,1.9890893487676424,2.0051708304162643,,,-0.013799068508471773,14.737832303006186,0.06402045382478389,1.0312434807719084,0.013361216080419736,0.0,0.0,14.744426885031798,14.73697917290286,0.06780489341647128,14.554278118368122,14.960417627812888,1.027905163426292,0.01195304763534355,5910
4,25.191643651792546,-6.212934814440401,0.021278688015295172,0.0,18.99998752536744,-6.212934814440401,nan,0.0001212938982729827,0.021157394117022187,51.75221915799726,97.05868080115677,0.0033473369875357513,0.0,148.81424729614156,97.05868080115677,nan,472.1129795161082,4.59644068036222,0.0,17.80083432791966,102.71273194782177,46.0,46.0,,0.00029980128253941313,,,,,,,14.743366010545005,,0,14.52391553100155,14.97769320662722,inf,-inf,-0.6457544770412539,1.0292452948157442,-0.9316624271463488,0.771764701819144,inf,-inf,1.8913931167700708,0.18703894720495895,0.18703894720495895,0.18703894720495895,784,3.956639655925757,1.9890893487676424,2.0051708304162643,,,-0.013799068508471773,14.737832303006186,0.06402045382478389,1.0312434807719084,0.013361216080419736,0.0,0.0,14.744426885031798,14.73697917290286,0.06780489341647128,14.554278118368122,14.960417627812888,1.027905163426292,0.01195304763534355,5910
5,19.886914503017127,-8.62413018449448,0.026425398685868212,0.0,11.289209717208516,-8.62413018449448,nan,0.0001744467073547098,0.02625095197851352,17.80544716841696,-8.674061112159821,0.02852810047784843,0.0,9.159914156734988,-8.674061112159821,nan,429.05307111173556,4.124794720742217,0.0,12.912166964154835,104.01804214744816,46.0,46.0,,0.0002997138756220993,,,,,,,13.498959946712883,,0,12.634263130318587,14.568253549073118,inf,-inf,-0.8884300942817065,0.8824515394131838,-0.5784648662072324,0.6764370864856653,inf,-inf,1.8905362838413782,0.18714032962475602,0.18714032962475602,0.18714032962475602,784,3.7543740718334506,1.9368576923576941,2.0005651611999284,,,-0.08274575773687597,13.496307611119697,0.2517591702654853,1.1530750467048223,0.06185757382474755,0.0,0.0,13.468298142477083,13.459790730173612,0.27575865238525665,12.634263130318587,14.568253549073118,1.1530750467048223,0.06185757382474755,5910
6,17.55513031609982,-10.438120843609322,0.030952698060814972,0.0,7.147962170551312,-10.438120843609322,nan,0.00023507537638554917,0.030717622684429412,17.80544716841696,-8.674061112159821,0.02852810047784843,0.0,9.159914156734988,-8.674061112159821,nan,355.6423988149326,3.355956379473478,0.0,9.219315038505904,105.97348672056637,46.0,46.0,,0.0002996105991975463,,,,,,,13.498959946712883,,0,12.634263130318587,14.568253549073118,inf,-inf,-0.7164725197056369,0.6033258799275115,-0.4597201996673319,0.601111397032401,inf,-inf,1.8960211688377815,0.18672051220804126,0.18672051220804126,0.18672051220804126,784,3.7543740718334506,1.9368576923576941,2.0005651611999284,,,-0.08274575773687597,13.496307611119697,0.2517591702654853,1.1530750467048223,0.06185757382474755,0.0,0.0,13.468298142477083,13.459790730173612,0.27575865238525665,12.634263130318587,14.568253549073118,1.1530750467048223,0.06185757382474755,5910
7,16.093884692413393,-11.411153849393182,0.036440707427619325,0.0,4.719171550447831,-11.411153849393182,nan,0.0003031468280559805,0.03613756059956333,17.80544716841696,-8.674061112159821,0.02852810047784843,0.0,9.159914156734988,-8.674061112159821,nan,352.98634677081884,2.7289334432330805,0.0,7.248744886253546,129.34956242561245,46.0,46.0,,0.000299491464591178,,,,,,,13.498959946712883,,0,12.634263130318587,14.568253549073118,inf,-inf,-0.45947724487689195,0.42739712573675503,-0.47981046879010497,0.5243318332916199,inf,-inf,1.9061133905193082,0.18632929297500472,0.18632929297500472,0.18632929297500472,784,3.7543740718334506,1.9368576923576941,2.0005651611999284,,,-0.08274575773687597,13.496307611119697,0.2517591702654853,1.1530750467048223,0.06185757382474755,0.0,0.0,13.468298142477083,13.459790730173612,0.27575865238525665,12.634263130318587,14.568253549073118,1.1530750467048223,0.06185757382474755,5910
8,14.758149053762649,-11.949085843539262,0.04085473822520598,0.0,2.849917948448593,-11.949085843539262,nan,0.000378926242675721,0.04047581198253027,17.80544716841696,-8.674061112159821,0.02852810047784843,0.0,9.159914156734988,-8.674061112159821,nan,231.3592885883561,2.53400401984867,0.0,6.142798194836734,91.30186328677284,46.0,46.0,,0.00029935648486744646,,,,,,,13.498959946712883,,0,12.634263130318587,14.568253549073118,inf,-inf,-0.5049220472348442,0.441371686239508,-0.44724941329733225,0.6077646613614914,inf,-inf,1.9186699218969079,0.18546682043154167,0.18546682043154167,0.18546682043154167,784,3.7543740718334506,1.9368576923576941,2.0005651611999284,,,-0.08274575773687597,13.496307611119697,0.2517591702654853,1.1530750467048223,0.06185757382474755,0.0,0.0,13.468298142477083,13.459790730173612,0.27575865238525665,12.634263130318587,14.568253549073118,1.1530750467048223,0.06185757382474755,5910
9,13.497986948559968,-12.25953594415475,0.042686771612453364,0.0,1.2811377760176703,-12.25953594415475,nan,0.0004619977211128333,0.04222477389134052,17.80544716841696,-8.674061112159821,0.02852810047784843,0.0,9.159914156734988,-8.674061112159821,nan,222.7394579792086,2.5232524645180594,0.0,5.49565531057783,88.27474107778264,46.0,46.0,,0.00029920567482839947,,,,,,,13.498959946712883,,0,12.634263130318587,14.568253549073118,inf,-inf,-0.481323579561587,0.4701740273306216,-0.38580599480084626,0.7412648953992103,inf,-inf,1.9332343548023294,0.18444704701187134,0.18444704701187134,0.18444704701187134,784,3.7543740718334506,1.9368576923576941,2.0005651611999284,,,-0.08274575773687597,13.496307611119697,0.2517591702654853,1.1530750467048223,0.06185757382474755,0.0,0.0,13.468298142477083,13.459790730173612,0.27575865238525665,12.634263130318587,14.568253549073118,1.1530750467048223,0.06185757382474755,5910
