case,friction_C,initial_loss,final_loss,final_phys,final_data,final_kl,grad_vgp_eta_last,inferred_mean_eta,inferred_eta_std,inferred_eta_max_min_ratio,frac_at_floor
no_sliding,100.0,12471.379282357939,-6.883690706028447,-9.079181262534906,1.9108459147892187,0.2846446417172403,0.7560675454959176,1.0993388535223745,0.18362912733440104,3.194359952010356,0.5859870179457808
max_sliding,0.001,12456.244926522048,-9.541533320285021,-11.728440645412233,1.9108459147892187,0.27606141033799253,0.6517537220850513,1.0855427767073282,0.1508978795101036,2.2268275346585384,0.5990454371897671
